symbol,name,reportDate,fiscalDateEnding,estimate,currency
ALKHF,ALKHF,2025-07-14,2025-06-30,,USD
ALKS,Alkermes plc,2025-07-22,2025-06-30,0.3819,USD
ALKT,Alkami Technology Inc,2025-07-29,2025-06-30,0.0731,USD
ALL,Allstate Corp (The),2025-07-29,2025-06-30,3.17,USD
ALL-PB,ALL-PB,2025-07-29,2025-06-30,,USD
ALL-PH,ALL-PH,2025-07-29,2025-06-30,,USD
ALL-PI,ALL-PI,2025-07-29,2025-06-30,,USD
ALL-PJ,ALL-PJ,2025-07-29,2025-06-30,,USD
ALLDF,ALLDF,2025-07-31,2025-06-30,0.24,USD
ALLE,Allegion plc,2025-07-22,2025-06-30,1.99,USD
ALLIF,ALLIF,2025-09-26,2025-06-30,,USD
ALLO,Allogene Therapeutics Inc,2025-08-06,2025-06-30,-0.2685,USD
ALLT,Allot Ltd,2025-08-19,2025-06-30,,USD
ALLY,Ally Financial Inc,2025-07-18,2025-06-30,0.8,USD
ALMMF,ALMMF,2025-08-27,2025-06-30,,USD
ALMS,Alumis Inc,2025-08-19,2025-06-30,0,USD
ALMTF,ALMTF,2025-08-13,2025-06-30,,USD
ALMU,ALMU,2025-09-23,2025-06-30,,USD
ALNPF,ALNPF,2025-07-29,2025-06-30,61.44,JPY
ALNPY,ALNPY,2025-07-28,2025-06-30,0.0931,JPY
ALNT,Allient Inc,2025-07-30,2025-06-30,0.48,USD
ALNY,Alnylam Pharmaceuticals Inc,2025-07-30,2025-06-30,-0.6561,USD
ALOT,AstroNova Inc,2025-09-10,2025-07-31,0,USD
ALPIB,ALPIB,2025-07-28,2025-06-30,,USD
ALPKF,ALPKF,2025-07-22,2025-06-30,0.13,USD
ALPMF,ALPMF,2025-07-31,2025-06-30,10.2,JPY
ALPMY,ALPMY,2025-07-31,2025-06-30,0.1325,JPY
ALRGF,ALRGF,2025-08-27,2025-06-30,,USD
ALRHF,ALRHF,2025-08-22,2025-06-30,,USD
ALRM,Alarm.com Holdings Inc,2025-08-06,2025-06-30,0.5109,USD
ALRS,Alerus Financial Corp,2025-07-28,2025-06-30,0.55,USD
ALSMY,ALSMY,2025-07-23,2025-06-30,0,USD
ALSN,Allison Transmission Holdings Inc,2025-07-23,2025-06-30,2.24,USD
ALSSF,ALSSF,2025-07-22,2025-06-30,0.88,MXN
ALT,Altimmune Inc,2025-08-07,2025-06-30,-0.3116,USD
ALTAF,ALTAF,2025-09-24,2025-06-30,,USD
ALTCF,ALTCF,2025-08-13,2025-06-30,,USD
ALTO,Alto Ingredients Inc,2025-08-11,2025-06-30,-0.09,USD
ALTPF,ALTPF,2025-07-14,2025-06-30,,USD
ALTR,ALTR,2025-07-30,2025-06-30,,USD
ALV,Autoliv Inc,2025-07-17,2025-06-30,1.97,USD
ALVO,Alvotech,2025-08-13,2025-06-30,-0.0338,USD
ALVSF,ALVSF,2025-08-25,2025-06-30,,USD
ALWIF,ALWIF,2025-09-24,2025-06-30,,USD
ALX,Alexander`s Inc,2025-08-04,2025-06-30,,USD
ALXO,Alx Oncology Holdings Inc,2025-08-07,2025-06-30,-0.4276,USD
ALXPF,ALXPF,2025-08-27,2025-06-30,,USD
ALYAF,Alithya Group Inc - Class A - Class A (Sub Voting),2025-08-13,2025-06-30,0.07,CAD
ALZCF,ALZCF,2025-07-30,2025-06-30,,EUR
AM,Antero Midstream Corp,2025-07-29,2025-06-30,0.2432,USD
AMADF,AMADF,2025-07-31,2025-06-30,0.83,USD
AMADY,AMADY,2025-07-31,2025-06-30,0.9525,USD
AMAL,Amalgamated Financial Corp,2025-07-23,2025-06-30,0.88,USD
AMAT,Applied Materials Inc,2025-08-13,2025-07-31,2.35,USD
AMBA,Ambarella Inc,2025-08-26,2025-07-31,0.05,USD
AMBBY,AMBBY,2025-08-22,2025-06-30,,DKK
AMBC,AMBAC Financial Group Inc,2025-08-11,2025-06-30,-0.27,USD
AMBFF,AMBFF,2025-08-22,2025-06-30,0.6,DKK
AMBO,Ambow Education Holding Ltd,2025-09-23,2025-06-30,0,USD
AMBP,Ardagh Metal Packaging S.A.,2025-07-23,2025-06-30,0.0686,USD
AMBZ,AMBZ,2025-07-28,2025-06-30,,USD
AMC,AMC Entertainment Holdings Inc - Class A,2025-08-06,2025-06-30,-0.0794,USD
AMCCF,AMCCF,2025-08-14,2025-06-30,0.21,USD
AMCR,Amcor Plc,2025-08-13,2025-06-30,0.2191,USD
AMCX,AMC Networks Inc - Class A,2025-08-01,2025-06-30,0.5647,USD
AMD,Advanced Micro Devices Inc,2025-08-05,2025-06-30,0.48,USD
AMDLY,AMDLY,2025-08-06,2025-06-30,,JPY
AMDUF,AMDUF,2025-07-29,2025-06-30,1.71,EUR
AMDWF,AMDWF,2025-08-14,2025-06-30,,JPY
AME,Ametek Inc,2025-07-31,2025-06-30,1.69,USD
AMED,Amedisys Inc,2025-07-23,2025-06-30,1.33,USD
AMEGF,AMEGF,2025-08-29,2025-06-30,,USD
AMEN,AMEN,2025-09-17,2025-06-30,,USD
AMFPF,AMFPF,2025-07-29,2025-06-30,0.3,USD
AMG,Affiliated Managers Group Inc,2025-07-28,2025-06-30,5.25,USD
AMGDF,AMGDF,2025-07-30,2025-06-30,-0.08,USD
AMGN,AMGEN Inc,2025-08-04,2025-06-30,5.23,USD
AMGRF,AMGRF,2025-08-21,2025-06-30,,AUD
AMGXF,AMGXF,2025-08-15,2025-06-30,,USD
AMH,American Homes 4 Rent - Class A,2025-07-30,2025-06-30,0.1667,USD
AMH-PG,AMH-PG,2025-07-30,2025-06-30,,USD
AMH-PH,AMH-PH,2025-07-30,2025-06-30,,USD
AMIGF,AMIGF,2025-08-14,2025-06-30,,USD
AMIGY,AMIGY,2025-08-14,2025-06-30,,USD
AMIH,AMIH,2025-07-29,2025-06-30,,USD
AMIVF,AMIVF,2025-08-07,2025-06-30,0.24,USD
AMIX,Autonomix Medical Inc,2025-09-03,2025-06-30,0,USD
AMKAF,AMKAF,2025-08-07,2025-06-30,,USD
AMKBF,AMKBF,2025-08-07,2025-06-30,18.16,USD
AMKBY,AMKBY,2025-08-07,2025-06-30,0.0964,USD
AMKR,AMKOR Technology Inc,2025-07-28,2025-06-30,0.1584,USD
AMLI,AMLI,2025-07-14,2025-05-31,,CAD
AMLLF,AMLLF,2025-10-06,2025-08-31,,USD
AMLTF,AMLTF,2025-08-07,2025-06-30,,USD
AMLX,Amylyx Pharmaceuticals Inc,2025-08-07,2025-06-30,-0.4516,USD
AMMHF,AMMHF,2025-08-19,2025-06-30,0.16,MYR
AMMJ,AMMJ,2025-07-14,2025-06-30,,USD
AMN,AMN Healthcare Services Inc,2025-07-31,2025-06-30,0.1819,USD
AMNF,AMNF,2025-07-21,2025-06-30,,USD
AMOSF,AMOSF,2025-07-29,2025-06-30,,USD
AMP,Ameriprise Financial Inc,2025-07-24,2025-06-30,9.01,USD
AMPG,Amplitech Group Inc,2025-08-18,2025-06-30,-0.06,USD
AMPGW,Amplitech Group Inc - Warrants (01/01/2026),2025-08-18,2025-06-30,-0.06,USD
AMPH,Amphastar Pharmaceuticals Inc,2025-08-11,2025-06-30,0.7367,USD
AMPL,Amplitude Inc - Class A,2025-08-07,2025-06-30,0.01,USD
AMPX,Amprius Technologies Inc,2025-08-07,2025-06-30,-0.0829,USD
AMPY,Amplify Energy Corp,2025-08-06,2025-06-30,0.115,USD
AMR,Alpha Metallurgical Resources Inc,2025-08-08,2025-06-30,-2.04,USD
AMRC,Ameresco Inc - Class A,2025-08-04,2025-06-30,0.0738,USD
AMRK,A-Mark Precious Metals Inc,2025-08-28,2025-06-30,0.78,USD
AMRN,Amarin Corp,2025-07-30,2025-06-30,-1,USD
AMRQF,AMRQF,2025-08-13,2025-06-30,,USD
AMRX,Amneal Pharmaceuticals Inc - Class A,2025-08-07,2025-06-30,0.17,USD
AMRZ,Amrize Ltd,2025-08-07,2025-06-30,1.03,USD
AMS,American Shared Hospital Services,2025-08-13,2025-06-30,0.04,USD
AMSC,American Superconductor Corp,2025-08-04,2025-06-30,0.125,USD
AMSF,Amerisafe Inc,2025-07-24,2025-06-30,0.5579,USD
AMSLF,AMSLF,2025-07-28,2025-06-30,,USD
AMSSD,AMSSD,2025-07-31,2025-06-30,,EUR
AMSSY,AMSSY,2025-07-31,2025-06-30,,EUR
AMSYF,AMSYF,2025-07-31,2025-06-30,1.16,USD
AMT,American Tower Corp,2025-07-28,2025-06-30,1.66,USD
AMTB,Amerant Bancorp Inc - Class A,2025-07-23,2025-06-30,0.39,USD
AMTX,Aemetis Inc,2025-07-31,2025-06-30,-0.301,USD
AMVMF,AMVMF,2025-07-30,2025-06-30,,USD
AMWD,American Woodmark Corp,2025-09-02,2025-07-31,1.55,USD
AMWL,American Well Corporation - Class A,2025-07-29,2025-06-30,,USD
AMX,America Movil S.A.B.DE C.V.,2025-07-14,2025-06-30,0.3384,MXN
AMXEF,AMXEF,2025-07-14,2025-06-30,-0.13,USD
AMXOF,AMXOF,2025-07-22,2025-06-30,0.35,MXN
AMZN,Amazon.com Inc,2025-07-30,2025-06-30,1.32,USD
AN,Autonation Inc,2025-07-17,2025-06-30,4.58,USD
ANAB,AnaptysBio Inc,2025-08-11,2025-06-30,-1.52,USD
ANCTF,ANCTF,2025-09-03,2025-07-31,0.78,USD
ANDE,Andersons Inc,2025-08-04,2025-06-30,0.53,USD
ANDHF,ANDHF,2025-07-31,2025-06-30,0.4,USD
ANDMF,ANDMF,2025-09-25,2025-06-30,,USD
ANEB,Anebulo Pharmaceuticals Inc,2025-09-17,2025-06-30,-0.05,USD
ANET,Arista Networks Inc,2025-07-28,2025-06-30,0.649,USD
ANF,Abercrombie & Fitch Co. - Class A,2025-08-26,2025-07-31,2.26,USD
ANFGF,ANFGF,2025-08-14,2025-06-30,0.4398,USD
ANGH,Anghami Inc,2025-09-03,2025-06-30,0,USD
ANGI,Angi Inc - Class A,2025-08-05,2025-06-30,0.26,USD
ANGO,Angiodynamic Inc,2025-07-15,2025-05-31,-0.1187,USD
ANGO,Angiodynamic Inc,2025-10-01,2025-08-31,-0.0829,USD
ANGVF,ANGVF,2025-09-30,2025-07-31,,USD
ANIK,Anika Therapeutics Inc,2025-07-31,2025-06-30,-0.08,USD
ANIOY,ANIOY,2025-07-24,2025-06-30,0.106,USD
ANIP,ANI Pharmaceuticals Inc,2025-08-06,2025-06-30,1.4,USD
ANIX,Anixa Biosciences Inc,2025-09-12,2025-07-31,-0.0904,USD
ANL,Adlai Nortye Ltd,2025-08-07,2025-06-30,0,USD
ANLBF,ANLBF,2025-08-26,2025-06-30,,USD
ANLDF,ANLDF,2025-08-28,2025-06-30,,USD
ANNSF,ANNSF,2025-07-30,2025-06-30,0.4,USD
ANNX,Annexon Inc,2025-08-18,2025-06-30,-0.3602,USD
ANORF,ANORF,2025-07-14,2025-06-30,,USD
ANPDF,ANPDF,2025-08-26,2025-06-30,,USD
ANPDY,ANPDY,2025-08-25,2025-06-30,,USD
ANPMF,ANPMF,2025-08-12,2025-06-30,,USD
ANRGF,ANRGF,2025-08-07,2025-06-30,-0.01,USD
ANRO,Alto Neuroscience Inc,2025-08-19,2025-06-30,-0.6,USD
ANSLF,ANSLF,2025-08-25,2025-06-30,,USD
ANSLY,ANSLY,2025-08-26,2025-06-30,,USD
ANSNF,ANSNF,2025-07-23,2025-06-30,,USD
ANSS,Ansys Inc,2025-07-30,2025-06-30,2.61,USD
ANTA,Antalpha Platform Holding Company,2025-09-11,2025-06-30,0.11,USD
ANTMF,ANTMF,2025-08-26,2025-06-30,,USD
ANTX,AN2 Therapeutics Inc,2025-08-07,2025-06-30,-0.29,USD
ANVS,Annovis Bio Inc,2025-08-12,2025-06-30,-0.4031,USD
ANZFF,ANZFF,2025-08-28,2025-06-30,,USD
ANZLY,ANZLY,2025-08-28,2025-06-30,,USD
AOCIF,AOCIF,2025-08-12,2025-06-30,0.44,USD
AOECF,AOECF,2025-07-30,2025-05-31,,USD
AOHLF,AOHLF,2025-09-17,2025-06-30,,USD
AOIFF,AOIFF,2025-08-12,2025-06-30,0.02,USD
AON,Aon plc. - Class A,2025-07-25,2025-06-30,3.41,USD
AONC,AONC,2025-07-14,2025-06-30,,USD
AONNY,AONNY,2025-10-07,2025-08-31,,USD
AORT,Artivion Inc,2025-07-31,2025-06-30,-0.0033,USD
AOS,A.O. Smith Corp,2025-07-24,2025-06-30,0.99,USD
AOSL,Alpha & Omega Semiconductor Ltd,2025-08-07,2025-06-30,-0.01,USD
AOTUF,AOTUF,2025-08-27,2025-06-30,,USD
AOTVF,AOTVF,2025-08-08,2025-06-30,,USD
AOUT,American Outdoor Brands Inc,2025-09-03,2025-07-31,-0.015,USD
AOZOY,AOZOY,2025-07-31,2025-06-30,0.0674,JPY
AP,Ampco-Pittsburgh Corp,2025-08-06,2025-06-30,0,USD
APA,APA Corporation,2025-07-30,2025-06-30,0.5628,USD
APAJF,APAJF,2025-08-19,2025-06-30,,USD
APAM,Artisan Partners Asset Management Inc - Class A,2025-07-21,2025-06-30,0.7825,USD
APCFF,APCFF,2025-08-27,2025-06-30,,USD
APCX,APCX,2025-08-19,2025-06-30,0,USD
APD,Air Products & Chemicals Inc,2025-07-31,2025-06-30,3,USD
APEI,American Public Education Inc,2025-08-12,2025-06-30,0.0467,USD
APELY,APELY,2025-07-29,2025-06-30,0.1409,JPY
APEMY,APEMY,2025-07-31,2025-06-30,0.6263,USD
APEOF,APEOF,2025-08-26,2025-06-30,,USD
APEUF,APEUF,2025-08-14,2025-06-30,0.01,USD
APG,APi Group Corporation,2025-07-30,2025-06-30,0.5587,USD
APGE,Apogee Therapeutics Inc,2025-09-01,2025-06-30,-0.62,USD
APGOF,APGOF,2025-07-24,2025-05-31,,USD
APH,Amphenol Corp - Class A,2025-07-23,2025-06-30,0.6607,USD
API,Agora Inc,2025-08-18,2025-06-30,,USD
APLD,Applied Digital Corporation,2025-08-21,2025-05-31,-0.14,USD
APLD,Applied Digital Corporation,2025-10-07,2025-08-31,-0.18,USD
APLE,Apple Hospitality REIT Inc,2025-08-06,2025-06-30,0.2833,USD
APLIF,APLIF,2025-08-11,2025-06-30,,CAD
APLS,Apellis Pharmaceuticals Inc,2025-08-11,2025-06-30,-0.4844,USD
APLT,Applied Therapeutics Inc,2025-08-07,2025-06-30,-0.1586,USD
APMCF,APMCF,2025-08-11,2025-06-30,,USD
APMSF,APMSF,2025-07-31,2025-06-30,0.36,USD
APNHF,APNHF,2025-09-03,2025-06-30,,USD
APNHY,APNHY,2025-09-03,2025-06-30,,USD
APO,Apollo Global Management Inc - Class A (New),2025-08-05,2025-06-30,1.85,USD
APO-PA,APO-PA,2025-07-30,2025-06-30,,USD
APOG,Apogee Enterprises Inc,2025-09-23,2025-08-31,0.75,USD
APP,Applovin Corp - Class A,2025-08-06,2025-06-30,2.32,USD
APPEF,APPEF,2025-08-28,2025-06-30,,USD
APPF,Appfolio Inc - Class A,2025-07-23,2025-06-30,1.27,USD
APPIF,APPIF,2025-08-14,2025-06-30,,USD
APPN,Appian Corp - Class A,2025-07-31,2025-06-30,-0.13,USD
APPS,Digital Turbine Inc,2025-08-05,2025-06-30,0.07,USD
APPTF,APPTF,2025-08-14,2025-06-30,,CAD
APRAF,APRAF,2025-08-28,2025-06-30,,USD
APT,Alpha Pro Tech Ltd,2025-08-12,2025-06-30,0,USD
APTPF,APTPF,2025-08-12,2025-06-30,,USD
APTV,Aptiv PLC,2025-07-31,2025-06-30,1.79,USD
APXYY,APXYY,2025-08-27,2025-06-30,,USD
APYRF,APYRF,2025-07-29,2025-06-30,,USD
APYX,Apyx Medical Corp,2025-08-07,2025-06-30,-0.0953,USD
AQN,Algonquin Power & Utilities Corp,2025-08-08,2025-06-30,0.0379,USD
AQST,Aquestive Therapeutics Inc,2025-08-12,2025-06-30,-0.1667,USD
AQSZF,AQSZF,2025-08-27,2025-06-30,,USD
AR,Antero Resources Corp,2025-07-29,2025-06-30,0.6247,USD
ARAAF,ARAAF,2025-08-07,2025-06-30,,USD
ARAFF,ARAFF,2025-07-23,2025-06-30,,USD
ARAT,ARAT,2025-09-22,2025-07-31,,USD
ARAY,Accuray Inc,2025-08-14,2025-06-30,0.06,USD
ARBE,Arbe Robotics Ltd,2025-08-06,2025-06-30,-0.0967,USD
ARBK,Argo Blockchain Plc,2025-08-27,2025-06-30,0,USD
ARBKF,ARBKF,2025-08-27,2025-06-30,0,USD
ARCAY,ARCAY,2025-07-31,2025-06-30,0.771,USD
ARCB,ArcBest Corp,2025-07-30,2025-06-30,1.46,USD
ARCC,Ares Capital Corp,2025-07-28,2025-06-30,0.5066,USD
ARCO,Arcos Dorados Holdings Inc - Class A,2025-08-13,2025-06-30,0.09,USD
ARCT,Arcturus Therapeutics Holdings Inc,2025-08-04,2025-06-30,3.21,USD
ARCVF,ARCVF,2025-07-31,2025-06-30,,USD
ARCXF,ARCXF,2025-07-30,2025-06-30,,USD
ARDDF,ARDDF,2025-07-27,2025-06-30,,USD
ARDNF,ARDNF,2025-09-18,2025-06-30,,USD
ARDS,ARDS,2025-08-20,2025-06-30,0,USD
ARDX,Ardelyx Inc,2025-07-30,2025-06-30,-0.1219,USD
ARE,Alexandria Real Estate Equities Inc,2025-07-21,2025-06-30,0.63,USD
AREC,American Resources Corporation - Class A,2025-08-18,2025-06-30,-0.05,USD
AREN,Arena Group Holdings Inc (The),2025-08-12,2025-06-30,0,USD
ARES,Ares Management Corp - Class A,2025-08-01,2025-06-30,1.14,USD
ARES-PB,ARES-PB,2025-07-31,2025-06-30,,USD
ARESF,ARESF,2025-08-07,2025-06-30,,USD
ARGHF,ARGHF,2025-08-28,2025-06-30,,USD
ARGNF,ARGNF,2025-07-31,2025-06-30,2.77,USD
ARGTF,ARGTF,2025-08-12,2025-06-30,0.24,USD
ARGX,Argen X SE,2025-07-15,2025-06-30,-0.99,EUR
ARGYF,ARGYF,2025-08-29,2025-06-30,,USD
ARHLF,ARHLF,2025-08-27,2025-06-30,,USD
ARHOF,ARHOF,2025-09-04,2025-06-30,,USD
ARHS,Arhaus Inc Class A,2025-08-07,2025-06-30,0.1493,USD
ARHUF,ARHUF,2025-07-17,2025-06-30,2.65,SEK
ARHVF,ARHVF,2025-08-14,2025-06-30,1.25,USD
ARI,Apollo Commercial Real Estate Finance Inc,2025-07-30,2025-06-30,0.2514,USD
ARIS,Aris Water Solutions Inc - Class A,2025-07-30,2025-06-30,0.2974,USD
ARJNF,ARJNF,2025-08-27,2025-06-30,,USD
ARKAF,ARKAF,2025-07-31,2025-06-30,1.79,USD
ARKAY,ARKAY,2025-07-31,2025-06-30,2.17,USD
ARKO,ARKO Corp - Class A,2025-08-11,2025-06-30,0.12,USD
ARLO,Arlo Technologies Inc,2025-08-07,2025-06-30,0.1515,USD
ARLP,Alliance Resource Partners LP,2025-07-28,2025-06-30,0.6,USD
ARM,Arm Holdings plc.,2025-07-30,2025-06-30,0.35,USD
ARMK,Aramark,2025-08-05,2025-06-30,0.4,USD
ARMN,Aris Mining Corp,2025-08-14,2025-06-30,0.34,USD
ARMP,Armata Pharmaceuticals Inc,2025-08-13,2025-06-30,-0.39,USD
AROC,Archrock Inc,2025-08-05,2025-06-30,0.379,USD
AROW,Arrow Financial Corp,2025-07-23,2025-06-30,0.61,USD
ARPRF,ARPRF,2025-08-14,2025-06-30,0.29,USD
ARQ,Arq Inc,2025-08-18,2025-06-30,-0.0218,USD
ARQT,Arcutis Biotherapeutics Inc,2025-08-13,2025-06-30,-0.1681,USD
ARR,ARMOUR Residential REIT Inc,2025-07-22,2025-06-30,0.8925,USD
ARR-PC,ARR-PC,2025-07-22,2025-06-30,,USD
ARREF,ARREF,2025-07-29,2025-06-30,0.05,USD
ARRKF,ARRKF,2025-09-26,2025-07-31,,USD
ARRPY,ARRPY,2025-07-30,2025-06-30,,USD
ARRRF,ARRRF,2025-07-27,2025-06-30,,USD
ARRY,Array Technologies Inc,2025-08-12,2025-06-30,0.1858,USD
ARSEF,ARSEF,2025-08-28,2025-06-30,,USD
ARSLF,ARSLF,2025-07-14,2025-05-31,,USD
ARSRF,ARSRF,2025-08-27,2025-06-30,,USD
ARSSF,ARSSF,2025-07-17,2025-06-30,,GBP
ARSUF,ARSUF,2025-07-31,2025-06-30,,USD
ARTGF,ARTGF,2025-08-19,2025-06-30,,USD
ARTL,Artelo Biosciences Inc,2025-08-06,2025-06-30,-0.1265,USD
ARTNA,Artesian Resources Corp - Class A,2025-07-30,2025-06-30,0.55,USD
ARTTF,ARTTF,2025-09-25,2025-06-30,,USD
ARTV,Artiva Biotherapeutics Inc,2025-08-28,2025-06-30,0,USD
ARTZF,ARTZF,2025-09-22,2025-06-30,,USD
ARUXF,ARUXF,2025-08-21,2025-06-30,,USD
ARVN,Arvinas Inc,2025-07-28,2025-06-30,-0.9353,USD
ARW,Arrow Electronics Inc,2025-07-30,2025-06-30,2.04,USD
ARWR,Arrowhead Pharmaceuticals Inc,2025-08-11,2025-06-30,-0.861,USD
ARXRF,ARXRF,2025-09-23,2025-07-31,,USD
ARYMF,ARYMF,2025-09-11,2025-06-30,,AUD
ARZGF,ARZGF,2025-08-06,2025-06-30,0.71,USD
ARZGY,ARZGY,2025-08-06,2025-06-30,0.3697,USD
ARZTD,ARZTD,2025-08-11,2025-06-30,,USD
ARZTF,ARZTF,2025-08-11,2025-07-31,,USD
ARZTY,ARZTY,2025-08-11,2025-07-31,,USD
ARZXD,ARZXD,2025-08-11,2025-06-30,,USD
AS,Amer Sports Inc,2025-08-19,2025-06-30,0.02,USD
ASA,ASA Gold and Precious Metals Ltd,2025-07-21,2025-05-31,,USD
ASAAF,ASAAF,2025-07-31,2025-06-30,,EUR
ASAIY,ASAIY,2025-08-07,2025-06-30,,USD
ASAN,Asana Inc - Class A,2025-09-03,2025-07-31,0.05,USD
ASAPF,ASAPF,2025-08-20,2025-06-30,,USD
ASAZF,ASAZF,2025-07-17,2025-06-30,3.47,USD
ASAZY,ASAZY,2025-07-17,2025-06-30,0.21,SEK
ASB,Associated Banc-Corp,2025-07-24,2025-06-30,0.61,USD
ASB-PE,ASB-PE,2025-07-23,2025-06-30,,USD
ASB-PF,ASB-PF,2025-07-23,2025-06-30,,USD
ASBFY,ASBFY,2025-09-03,2025-06-30,0,USD
ASBRF,ASBRF,2025-08-07,2025-06-30,33.37,JPY
ASC,Ardmore Shipping Corp,2025-07-31,2025-06-30,0.1887,USD
ASCCF,ASCCF,2025-08-13,2025-06-30,25.46,USD
ASCCY,ASCCY,2025-08-11,2025-06-30,,USD
ASCJF,ASCJF,2025-08-27,2025-06-30,,NOK
ASCOF,ASCOF,2025-07-31,2025-06-30,,USD
ASCUF,ASCUF,2025-08-07,2025-06-30,-0.02,USD
ASDZF,ASDZF,2025-07-14,2025-06-30,,USD
ASEKF,ASEKF,2025-07-31,2025-06-30,37.78,USD
ASEKY,ASEKY,2025-07-29,2025-06-30,0.8226,JPY
ASGLY,ASGLY,2025-08-01,2025-06-30,0,USD
ASGN,ASGN Inc,2025-07-22,2025-06-30,1.08,USD
ASGTF,ASGTF,2025-08-07,2025-06-30,0.35,USD
ASH,Ashland Inc,2025-07-29,2025-06-30,1.28,USD
ASHTF,ASHTF,2025-09-02,2025-07-31,0.61,USD
ASHTY,ASHTY,2025-09-02,2025-07-31,3.92,USD
ASHXF,ASHXF,2025-08-28,2025-07-31,,USD
ASII,ASII,2025-07-14,2025-06-30,,USD
ASIX,AdvanSix Inc,2025-08-01,2025-06-30,1.19,USD
ASKLF,ASKLF,2025-09-12,2025-08-31,,USD
ASLE,AerSale Corp,2025-08-12,2025-06-30,0.0733,USD
ASLRF,ASLRF,2025-09-25,2025-06-30,,USD
ASM,Avino Silver & Gold Mines Ltd,2025-08-06,2025-06-30,0.035,USD
ASMIY,ASMIY,2025-07-21,2025-06-30,4.67,EUR
ASML,ASML Holding NV,2025-07-16,2025-06-30,6.03,EUR
ASMLF,ASMLF,2025-07-16,2025-06-30,5.22,USD
ASMVF,ASMVF,2025-07-30,2025-06-30,0.31,USD
ASMVY,ASMVY,2025-07-20,2025-06-30,,USD
ASMXF,ASMXF,2025-07-22,2025-06-30,4.24,USD
ASNCF,ASNCF,2025-08-11,2025-06-30,,USD
ASND,Ascendis Pharma A/S,2025-09-09,2025-06-30,-1.37,USD
ASNFF,ASNFF,2025-08-12,2025-06-30,,USD
ASNS,Actelis Networks Inc,2025-08-12,2025-06-30,,USD
ASO,Academy Sports and Outdoors Inc,2025-09-04,2025-07-31,2.15,USD
ASOZF,ASOZF,2025-08-27,2025-06-30,,USD
ASOZY,ASOZY,2025-08-27,2025-06-30,0,USD
ASPI,ASP Isotopes Inc,2025-09-03,2025-06-30,-0.04,USD
ASPN,Aspen Aerogels Inc,2025-07-31,2025-06-30,-0.0943,USD
ASPS,Altisource Portfolio Solutions S.A.,2025-07-21,2025-06-30,,USD
ASPU,ASPU,2025-07-23,2025-04-30,0,USD
ASPU,ASPU,2025-09-16,2025-07-31,0,USD
ASR,Grupo Aeroportuario Del Sureste S.A.,2025-07-21,2025-06-30,111.43,MXN
ASRMF,ASRMF,2025-07-22,2025-06-30,11.24,MXN
ASRRF,ASRRF,2025-08-20,2025-06-30,,USD
ASRT,Assertio Holdings Inc,2025-07-31,2025-06-30,-0.076,USD
ASRV,Ameriserv Financial Inc,2025-07-14,2025-06-30,,USD
ASTE,Astec Industries Inc,2025-07-30,2025-06-30,0.6,USD
ASTH,Apollo Medical Holdings Inc,2025-07-31,2025-06-30,0.3479,USD
ASTS,AST SpaceMobile Inc - Class A,2025-08-18,2025-06-30,-0.212,USD
ASTVF,ASTVF,2025-08-20,2025-06-30,2.28,USD
ASUR,Asure Software Inc,2025-07-30,2025-06-30,0.145,USD
ASWRF,ASWRF,2025-08-28,2025-06-30,,USD
ASX,ASE Technology Holding Co.Ltd,2025-07-23,2025-06-30,0.1435,USD
ASXFF,ASXFF,2025-08-14,2025-06-30,,USD
ASXFY,ASXFY,2025-08-13,2025-06-30,,USD
ASXSF,ASXSF,2025-08-07,2025-06-30,,USD
ASYS,Amtech Systems Inc,2025-08-07,2025-06-30,0.02,USD
ATAAY,ATAAY,2025-07-28,2025-06-30,,USD
ATAI,ATAI Life Sciences N.V.,2025-08-18,2025-06-30,-0.1212,USD
ATAZF,ATAZF,2025-07-16,2025-06-30,1.84,USD
ATBHF,ATBHF,2025-07-14,2025-06-30,,CAD
ATBSF,ATBSF,2025-07-29,2025-06-30,,JPY
ATCMF,ATCMF,2025-08-19,2025-06-30,,USD
ATCUF,ATCUF,2025-08-07,2025-06-30,,USD
ATEAY,ATEAY,2025-07-16,2025-06-30,,NOK
ATEC,Alphatec Holdings Inc,2025-07-29,2025-06-30,-0.0622,USD
ATEN,A10 Networks Inc,2025-08-05,2025-06-30,0.1923,USD
ATEPF,ATEPF,2025-07-14,2025-06-30,,USD
ATEX,Anterix Inc,2025-08-04,2025-06-30,-0.5525,USD
ATEYY,ATEYY,2025-07-29,2025-06-30,0.544,JPY
ATGAF,ATGAF,2025-07-30,2025-06-30,,USD
ATGE,Adtalem Global Education Inc,2025-08-07,2025-06-30,1.53,USD
ATGFF,ATGFF,2025-08-01,2025-06-30,0.22,USD
ATGGF,ATGGF,2025-08-27,2025-06-30,,USD
ATGPF,ATGPF,2025-07-30,2025-06-30,,CAD
ATHA,Athira Pharma Inc,2025-08-18,2025-06-30,-0.22,USD
ATHE,Alterity Therapeutics Ltd,2025-08-04,2025-06-30,,USD
ATHM,Autohome Inc,2025-07-29,2025-06-30,3.63,CNY
ATHOF,ATHOF,2025-07-24,2025-06-30,0.15,USD
ATHXQ,ATHXQ,2025-08-17,2025-06-30,,USD
ATI,ATI Inc,2025-07-31,2025-06-30,0.71,USD
